ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global"
20847,simple,,"Collagen Meiling Porridge",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,Promotion,,,https://in-staramen.com/wp-content/uploads/2024/09/DSC08572-1-1.png,,,,,,,,,0,,,,,
20848,simple,,"Milk Bird’s Nest Porridge",1,0,visible,,,,,taxable,,1,101,,0,0,,,,,1,,,10,Promotion,,,https://in-staramen.com/wp-content/uploads/2024/09/DSC08580-1-1.png,,,,,,,,,0,,,,,
20851,simple,,"Red Bean Porridge with Tangerine Peel & Lotus Seeds",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,8,Promotion,,,https://in-staramen.com/wp-content/uploads/2024/09/DSC08564-1-1.png,,,,,,,,,0,,,,,
20867,simple,,"Fruit Jelly",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,Promotion,,,,,,,,,,,,0,,,,,
21107,simple,,"Mlik Bird's Nest Porridge",1,0,visible,,review,,,taxable,,1,100,,0,0,,,,,1,,,6.20,Promotion,"Healthy & Nutritious Choices",,https://in-staramen.com/wp-content/uploads/2024/09/DSC08580-1-1.png,,,,,,,,,0,,,,,
21280,simple,,"Yuzu Miso Senbei",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12,Promotion,,,https://in-staramen.com/wp-content/uploads/2024/09/DSC08450-1.png,,,,,,,,,0,,,,,
21293,simple,,"LOCABO Farm Biscuits",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.7,Promotion,,,https://in-staramen.com/wp-content/uploads/2024/09/2-1.png,,,,,,,,,0,,,,,
21300,simple,,"Younger Farm Rice Crackers",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.5,Promotion,,,https://in-staramen.com/wp-content/uploads/2024/09/1-1.png,,,,,,,,,0,,,,,
21354,variable,,"LOTTE Toppo",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Chips/Nuts,"Functional Snacks",,,,,,,,,,,0,,Flavour,"Cocoa Chocolate, Strawberry, Vanilla",1,0
21355,variation,,"LOTTE Toppo - Cocoa Chocolate",1,0,visible,,"Lotte Toppo Cocoa Chocolate offers a perfect blend of crispy pretzel sticks filled with smooth, rich cocoa chocolate. Each bite delivers a satisfying crunch with a sweet, creamy chocolate center, making it an irresistible snack for any time of day. Convenient 40g pack for on-the-go enjoyment​",,,taxable,parent,1,1,,0,0,,,,,0,,,2.50,,,,,,,id:21354,,,,,,1,,Flavour,"Cocoa Chocolate",,0
21356,variation,,"LOTTE Toppo - Strawberry",1,0,visible,,"Lotte Toppo Strawberry combines crunchy pretzel sticks with a sweet, creamy strawberry chocolate filling. Perfect for those who love fruity and chocolaty snacks, each bite delivers a balance of crispiness and rich strawberry flavor. Enjoy this tasty 40g pack as an on-the-go snack",,,taxable,parent,1,1,,0,0,,,,,0,,,2.50,,,,,,,id:21354,,,,,,2,,Flavour,Strawberry,,0
21357,variation,,"LOTTE Toppo - Vanilla",1,0,visible,,"Lotte Toppo Vanilla Chocolate offers a delightful blend of crispy vanilla-flavored pretzel sticks filled with smooth, rich milk chocolate. This convenient 40g snack delivers the perfect balance of vanilla crunch and creamy chocolate filling, ideal for satisfying cravings on the go",,,taxable,parent,1,1,,0,0,,,,,0,,,2.50,,,,,,,id:21354,,,,,,3,,Flavour,Vanilla,,0
21358,variable,,"SALAD TO GO",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Chips/Nuts,,,https://in-staramen.com/wp-content/uploads/2024/09/SALAD-TO-GO-Carrot-Crackers.png,,,,,,,,,0,,Flavour,"Carrot Crackers, Granola Carrot Savory, Granola Carrot Sweet",1,0
21359,variation,,"SALAD TO GO - Carrot Crackers",1,0,visible,,"SALAD TO GO Carrot Crackers offer a tasty and wholesome snack packed with vitamins, fiber, and natural ingredients like oats, carrots, and seeds. These gluten-free, vegan crackers are perfect for satisfying cravings while delivering a nutrient-rich, crunchy bite​",,,taxable,parent,1,1,,0,0,,,,,0,,,5,,,,https://in-staramen.com/wp-content/uploads/2024/09/SALAD-TO-GO-Carrot-Crackers.png,,,id:21358,,,,,,1,,Flavour,"Carrot Crackers",,0
21360,variation,,"SALAD TO GO - Granola Carrot Savory",1,0,visible,,"SALAD TO GO's Carrot Savory Granola is a nutrient-rich, savory snack featuring organic carrots, sesame seeds, and sake lees. Packed with fiber and enhanced by fragrant Japanese pepper, this crunchy granola is perfect for a non-sweet, wholesome snack",,,taxable,parent,1,1,,0,0,,,,,0,,,7,,,,,,,id:21358,,,,,,2,,Flavour,"Granola Carrot Savory",,0
21361,variation,,"SALAD TO GO - Granola Carrot Sweet",1,0,visible,,"SALAD TO GO Granola Carrot Sweet blends organic carrots, pumpkin seeds, raisins, and warming spices like ginger and cinnamon. This nutrient-packed, fiber-rich granola offers a natural sweetness, perfect for a healthy snack or topping for yogurt",,,taxable,parent,1,1,,0,0,,,,,0,,,7,,,,https://in-staramen.com/wp-content/uploads/2024/09/SALAD-TO-GO-Carrot-Crackers-1.png,,,id:21358,,,,,,3,,Flavour,"Granola Carrot Sweet",,0
21362,variable,,"Mini Rice Cracker",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Chips/Nuts,,,"https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Devil-Spicy.png, https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Devil-Spicy-BACK.png",,,,,,,,,0,,Flavour,"Devil Spicy, Double Cheese, Sour Cream & Onion, Tomato Splash, Truffle Mushroom, Wagyu Steak, Hot&Spicy Mala, Salted Egg, Wasabi Seaweed",1,0
21363,variation,,"Mini Rice Cracker - Devil Spicy",1,0,visible,,"Younger Farm's Devil Spicy Mini Rice Crackers are made with glutinous rice, seasoned with chili, garlic, and white pepper. These crunchy, fiery snacks pack a punch of flavor, perfect for spice lovers. Enjoy the intense heat and bold flavors in every bite",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Devil-Spicy.png, https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Devil-Spicy-BACK.png",,,id:21362,,,,,,1,,Flavour,"Devil Spicy",,0
21364,variation,,"Mini Rice Cracker - Double Cheese",1,0,visible,,"Younger Farm Mini Rice Crackers Double Cheese Flavor offers a crunchy, gluten-free snack made from sticky rice and real cheese powder. With a rich, savory double cheese taste, these crackers deliver a satisfying bite for cheese lovers. Perfect for snacking anytime",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Double-Cheese-.png, https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Double-Cheese-BACK.png",,,id:21362,,,,,,2,,Flavour,"Double Cheese",,0
21365,variation,,"Mini Rice Cracker - Sour Cream & Onion",1,0,visible,,"Younger Farm Mini Rice Crackers in Sour Cream & Onion flavor combine crunchy Thai sticky rice with a zesty seasoning of onion, sour cream, and parsley flakes. These gluten-free crackers are perfect for snacking, delivering a savory punch in every bite",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Sour-cream-oninon.png, https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Sour-cream-onion-BACK.png",,,id:21362,,,,,,3,,Flavour,"Sour Cream & Onion",,0
21366,variation,,"Mini Rice Cracker - Tomato Splash",1,0,visible,,"Younger Farm Mini Rice Crackers in Tomato Splash flavor offer a tangy and savory snack made from Thai sticky rice. Seasoned with tomato and onion powders, these gluten-free crackers deliver a zesty burst of flavor in every crunchy bite, perfect for a quick, satisfying snack",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Tomato-Splash.png, https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Tomato-splash-BACK.png",,,id:21362,,,,,,4,,Flavour,"Tomato Splash",,0
21367,variation,,"Mini Rice Cracker - Truffle Mushroom",1,0,visible,,"Younger Farm's Mini Rice Crackers in Truffle Mushroom flavor offer a luxurious, earthy blend of truffle and mushroom seasonings on crispy rice crackers. Made from 76% sticky rice, these gluten-free snacks deliver a gourmet experience in every bite. Perfect for indulgent snacking",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Truffle-Mushroom-min.png, https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Truffle-Mushroom-BACK-min.png",,,id:21362,,,,,,5,,Flavour,"Truffle Mushroom",,0
21368,variation,,"Mini Rice Cracker - Wagyu Steak",1,0,visible,,"Younger Farm Mini Rice Crackers Wagyu Steak flavor combines crispy rice with a bold, savory Wagyu steak seasoning. Made with 76% sticky rice and a blend of spices like garlic, onion, and soy sauce, these gluten-free crackers offer a gourmet snacking experience in every bite",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Wagyu-Steak.png, https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Wagyu-Steak-BACK.png",,,id:21362,,,,,,6,,Flavour,"Wagyu Steak",,0
21369,variation,,"Mini Rice Cracker - Hot&Spicy Mala",1,0,visible,,"Younger Farm Mini Rice Crackers Hot & Spicy Mala deliver a tantalizing crunch with the bold, numbing heat of Sichuan Mala spices. Made from 100% Thai sticky rice, these gluten-free, non-greasy crackers pack a punch with each bite, perfect for spicy snack enthusiasts",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Mini-rice-crackers-Hotspicy-mala-min.png, https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-hot-spicy-mala-BACK-min-1.png",,,id:21362,,,,,,7,,Flavour,"Hot&Spicy Mala",,0
21370,variation,,"Mini Rice Cracker - Salted Egg",1,0,visible,,"Younger Farm Mini Rice Crackers in Salted Egg flavor combine crispy Thai sticky rice with a savory, rich salted egg seasoning. These gluten-free, non-greasy crackers deliver a bold flavor punch, perfect for satisfying cravings any time of day. A great snack for on-the-go",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Wasabi-Seaweed.png, https://in-staramen.com/wp-content/uploads/2024/09/Mini-Rice-cracker-Wasabi-Seaweed-BACK.png",,,id:21362,,,,,,8,,Flavour,"Salted Egg",,0
21371,variation,,"Mini Rice Cracker - Wasabi Seaweed",1,0,visible,,"Younger Farm Mini Rice Crackers Wasabi Seaweed flavor brings a satisfying crunch with the bold, spicy heat of wasabi and the umami richness of seaweed. These gluten-free crackers, made from sticky rice, offer an exciting snack for fans of savory, spicy flavors​",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,,,,id:21362,,,,,,9,,Flavour,"Wasabi Seaweed",,0
21372,variable,,"GRANOVIBES Ve-Pro-Bar",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Cookies,,,,,,,,,,,,0,,Flavour,"Chocolate, Matcha, Mixed Fruits",1,0
21373,variation,,"GRANOVIBES Ve-Pro-Bar - Chocolate",1,0,visible,,"Granovibes Ve-Pro-Bar Chocolate is a vegan protein bar made from soy protein, oats, and dark chocolate. It offers 12g of protein per bar, ideal for muscle recovery or a nutritious snack. This guilt-free, low-sugar option includes cashews and seeds, delivering a delicious chocolatey treat​",,,taxable,parent,1,1,,0,0,,,,,0,,,1.50,,,,,,,id:21372,,,,,,1,,Flavour,Chocolate,,0
21374,variation,,"GRANOVIBES Ve-Pro-Bar - Matcha",1,0,visible,,"Granovibes Ve-Pro-Bar Matcha is a vegan protein bar made with soy protein, oats, and real matcha powder. It contains 13g of protein, no added sugar or oil, and is rich in antioxidants. This nutritious bar is perfect for muscle recovery or an energizing snack to fuel your day",,,taxable,parent,1,1,,0,0,,,,,0,,,1.50,,,,,,,id:21372,,,,,,2,,Flavour,Matcha,,0
21375,variation,,"GRANOVIBES Ve-Pro-Bar - Mixed Fruits",1,0,visible,,"Granovibes Ve-Pro-Bar Mixed Fruits is a vegan protein bar packed with soy protein, oats, dried fruits like strawberries and mangoes, and seeds. With 11g of protein, it provides sustained energy, perfect for pre- or post-workout recovery. No added sugar, oil, or artificial flavors​",,,taxable,parent,1,1,,0,0,,,,,0,,,1.50,,,,,,,id:21372,,,,,,3,,Flavour,"Mixed Fruits",,0
21376,variable,,LOCABO,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Cookies,,,"https://in-staramen.com/wp-content/uploads/2024/09/LOCABO-Farm-biscuit-Soy-milk-min.png, https://in-staramen.com/wp-content/uploads/2024/09/LOCABO-Farm-biscuit-Soy-milk-BACK-min.png",,,,,,,,,0,,Flavour,"Chocolate Cookie, Raisin Sandwich Cookie, Farm Biscuit (Soy Milk), Farm Cocoa Biscuit, Farm Tea Biscuit",1,0
21377,variation,,"LOCABO - Chocolate Cookie",1,0,visible,,"LOCABO Chocolate Cookies feature 7 mini packs, each filled with low-sugar cookies made from almond flour. With only 1g of sugar per cookie and rich cacao flavor, these are the perfect guilt-free treat for anyone watching their sugar intake while still craving indulgence​",,,taxable,parent,1,1,,0,0,,,,,0,,,8,,,,,,,id:21376,,,,,,1,,Flavour,"Chocolate Cookie",,0
21378,variation,,"LOCABO - Raisin Sandwich Cookie",1,0,visible,,"LOCABO Raisin Sandwich Cookies offer a healthy indulgence with almond flour and reduced sugar. Each bite combines juicy raisins and a smooth cream filling, delivering a naturally sweet flavor in every low-carb, guilt-free bite—perfect for a wholesome snack",,,taxable,parent,1,1,,0,0,,,,,0,,,8,,,,,,,id:21376,,,,,,2,,Flavour,"Raisin Sandwich Cookie",,0
21379,variation,,"LOCABO - Farm Biscuit (Soy Milk)",1,0,visible,,"LOCABO Farm Soy Milk Biscuits are a plant-based, low-sugar snack, with less than 10g of carbohydrates per serving. Made with soy milk and free from animal products, they offer a crispy texture and mild sweetness. A perfect guilt-free treat for health-conscious individuals​",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/LOCABO-Farm-biscuit-Soy-milk-min.png, https://in-staramen.com/wp-content/uploads/2024/09/LOCABO-Farm-biscuit-Soy-milk-BACK-min.png",,,id:21376,,,,,,3,,Flavour,"Farm Biscuit (Soy Milk)",,0
21380,variation,,"LOCABO - Farm Cocoa Biscuit",1,0,visible,,"LOCABO Farm Cocoa Biscuits are a healthy, plant-based snack with less than 10g of carbohydrates per serving. Made with natural cocoa and free from animal products, these biscuits offer a rich, chocolatey flavor perfect for those seeking a low-sugar indulgence without guilt​",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/LOCABO-Farm-cocoa-biscuit-min.png, https://in-staramen.com/wp-content/uploads/2024/09/LOCABO-Farm-cocoa-biscuit-BACK-min.png",,,id:21376,,,,,,4,,Flavour,"Farm Cocoa Biscuit",,0
21381,variation,,"LOCABO - Farm Tea Biscuit",1,0,visible,,"LOCABO Farm Tea Biscuits are a perfect guilt-free snack made from plant-based ingredients with less than 10g of carbohydrates per serving. Enjoy the delicate, aromatic tea flavor in each crisp bite, ideal for health-conscious snackers looking for a low-sugar treat",,,taxable,parent,1,1,,0,0,,,,,0,,,3.80,,,,"https://in-staramen.com/wp-content/uploads/2024/09/LOCABO-Farm-Tea-biscuit.png, https://in-staramen.com/wp-content/uploads/2024/09/LOCABO-Farm-Tea-biscuit-BACK.png",,,id:21376,,,,,,5,,Flavour,"Farm Tea Biscuit",,0
21382,variable,,"Japanese Rice Crackers",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,Cookies,"Functional Snacks",,https://in-staramen.com/wp-content/uploads/2024/09/Rice-Cracker.png,,,,,,,,,0,,Flavour,"Kishu Ume Flavor, Soy Sauce, Spicy Flavor, Yuzu Pepper Flavor",1,0
21383,variation,,"Japanese Rice Crackers - Kishu Ume Flavor",1,0,visible,,"These Kishu Ume-flavored rice crackers offer a delightful balance of tangy ume plum and savory soy sauce. Made with high-quality Kishu plums and paired with peanuts, this crunchy snack is perfect for a unique, flavorful bite, great with tea or as a party snack",,,taxable,parent,1,100,,0,0,,,,,0,,,3,,,,https://in-staramen.com/wp-content/uploads/2024/09/Kishu-Ume-Flavor-Rice-Cracker.png,,,id:21382,,,,,,1,,Flavour,"Kishu Ume Flavor",,0
21384,variation,,"Japanese Rice Crackers - Soy Sauce",1,0,visible,,"These soy sauce rice crackers are a classic Japanese snack, offering a crispy texture and deep umami flavor from the savory soy sauce seasoning. Perfect for snacking with tea or pairing with a light drink, these crackers bring a satisfying crunch and rich taste in every bite",,,taxable,parent,1,1,,0,0,,,,,0,,,3,,,,,,,id:21382,,,,,,2,,Flavour,"Soy Sauce",,0
21385,variation,,"Japanese Rice Crackers - Spicy Flavor",1,0,visible,,"These spicy rice crackers offer a crunchy, savory experience with a bold mix of flavors, including chili pepper for that extra kick. Perfect for those who love heat, these snacks are ideal for enjoying with a cold drink or on their own for a fiery bite​",,,taxable,parent,1,1,,0,0,,,,,0,,,3,,,,,,,id:21382,,,,,,3,,Flavour,"Spicy Flavor",,0
21386,variation,,"Japanese Rice Crackers - Yuzu Pepper Flavor",1,0,visible,,"These Yuzu Pepper Rice Crackers blend the citrusy zing of yuzu with a spicy kick of green chili pepper. The crisp texture and savory soy sauce seasoning make each bite bold and flavorful. Perfect for a light yet zesty snack with a Japanese twist",,,taxable,parent,1,1,,0,0,,,,,0,,,3,,,,,,,id:21382,,,,,,4,,Flavour,"Yuzu Pepper Flavor",,0
21387,variable,,"Petit Croissant",1,0,visible,,,,,taxable,,1,100,,0,0,,,,,1,,,,"Cakes/ Croissant",,,"https://in-staramen.com/wp-content/uploads/2024/09/Petit-Crossiant-Chocolate-min.png, https://in-staramen.com/wp-content/uploads/2024/09/Petit-Crossiant-Chocolate-BACK-min.png",,,,,,,,,0,,Flavour,"Chocolate, Sugar",1,0
21388,variation,,"Petit Croissant - Chocolate",1,0,visible,,"Enjoy the buttery layers of these petite croissants, filled with smooth, rich chocolate. Each bite delivers a perfect balance of crispy pastry and creamy chocolate filling. Ideal for breakfast or a snack, these croissants come in a convenient pack for easy indulgence anywhere​",,,taxable,parent,1,1,,0,0,,,,,0,,,2.60,,,,"https://in-staramen.com/wp-content/uploads/2024/09/Petit-Crossiant-Chocolate-min.png, https://in-staramen.com/wp-content/uploads/2024/09/Petit-Crossiant-Chocolate-BACK-min.png",,,id:21387,,,,,,1,,Flavour,Chocolate,,0
